geometry;name;price_level;rating;types;user_ratings_total;vicinity;longitude;latitude
{'location': {'lat': 52.37607779999999, 'lng': 4.891934499999999}, 'viewport': {'northeast': {'lat': 52.3773916302915, 'lng': 4.893445680291503}, 'southwest': {'lat': 52.3746936697085, 'lng': 4.890747719708498}}};Angus Burger bar;;3,4;Grill;38;Lijnbaanssteeg 1, Amsterdam; 4.891934499999999;52.37607779999999
{'location': {'lat': 52.37621859999999, 'lng': 4.892371899999999}, 'viewport': {'northeast': {'lat': 52.37753448029149, 'lng': 4.893784330291502}, 'southwest': {'lat': 52.3748365197085, 'lng': 4.891086369708497}}};Curry Express;;3,7;Indian;70;Spuistraat 50, Amsterdam; 4.892371899999999;52.37621859999999
{'location': {'lat': 52.3759125, 'lng': 4.8926604}, 'viewport': {'northeast': {'lat': 52.3772218302915, 'lng': 4.894094080291502}, 'southwest': {'lat': 52.3745238697085, 'lng': 4.891396119708498}}};MOUSSAIQUE;;4,3;Classic;42;Nieuwezijds Voorburgwal 88, Amsterdam; 4.8926604;52.3759125
{'location': {'lat': 52.37599179999999, 'lng': 4.892773599999999}, 'viewport': {'northeast': {'lat': 52.37731533029149, 'lng': 4.894216430291501}, 'southwest': {'lat': 52.37461736970849, 'lng': 4.891518469708497}}};"Pizzeria ""La Bettola""";;3,6;Italian;271;Nieuwezijds Voorburgwal 82, Amsterdam; 4.892773599999999;52.37599179999999
{'location': {'lat': 52.3758965, 'lng': 4.8934381}, 'viewport': {'northeast': {'lat': 52.3771857302915, 'lng': 4.894630780291501}, 'southwest': {'lat': 52.3744877697085, 'lng': 4.891932819708496}}};Casa Del Toro;;3,4;Grill;263;Nieuwezijds Voorburgwal 77, Amsterdam; 4.893448099999999;52.3759021
{'location': {'lat': 52.3782572, 'lng': 4.8817517}, 'viewport': {'northeast': {'lat': 52.3795676802915, 'lng': 4.883119530291502}, 'southwest': {'lat': 52.3768697197085, 'lng': 4.880421569708498}}};Café Parlotte;;5;Cafe;7;Westerstraat 182, Amsterdam;4.880643200000001;52.3794825
{'location': {'lat': 52.37792539999999, 'lng': 4.8856157}, 'viewport': {'northeast': {'lat': 52.3792566802915, 'lng': 4.887016430291503}, 'southwest': {'lat': 52.3765587197085, 'lng': 4.884318469708498}}};New Dutch Amsterdam (Breakfast, Lunch & Brunch);;4,9;Classic;178;Prinsengracht 60-62, Amsterdam;4.8808862;52.37981449999999
{'location': {'lat': 52.37869600000001, 'lng': 4.884316999999999}, 'viewport': {'northeast': {'lat': 52.3800245802915, 'lng': 4.885674630291502}, 'southwest': {'lat': 52.3773266197085, 'lng': 4.882976669708497}}};Café Carbòn Jordaan;;4,5;Cafe;62;Westerstraat 74, Amsterdam;4.8814226;52.3778188
{'location': {'lat': 52.37823909999999, 'lng': 4.8832116}, 'viewport': {'northeast': {'lat': 52.3796171802915, 'lng': 4.884526080291503}, 'southwest': {'lat': 52.3769192197085, 'lng': 4.881828119708499}}};Swietie Sranang;;4;Fastfood;4;Westerstraat 113II, Amsterdam;4.881554;52.37756429999999
{'location': {'lat': 52.379087, 'lng': 4.88463}, 'viewport': {'northeast': {'lat': 52.38047538029149, 'lng': 4.885952830291502}, 'southwest': {'lat': 52.37777741970849, 'lng': 4.883254869708497}}};Wijnbar diVino;;4,3;Bar;183;Boomstraat 41A, Amsterdam;4.88157;52.37743
{'location': {'lat': 52.37875709999999, 'lng': 4.894483}, 'viewport': {'northeast': {'lat': 52.3800515802915, 'lng': 4.895702080291502}, 'southwest': {'lat': 52.3773536197085, 'lng': 4.893004119708498}}};Stro Brasserie;;4;Classic;55;Stromarkt 1, Amsterdam;4.881666699999999;52.37833329999999
{'location': {'lat': 52.37966609999999, 'lng': 4.8827358}, 'viewport': {'northeast': {'lat': 52.3810052302915, 'lng': 4.884019080291502}, 'southwest': {'lat': 52.3783072697085, 'lng': 4.881321119708497}}};Afhaalcentrum Terang Boelan;;4,7;Fastfood;81;Tweede Lindendwarsstraat 3, Amsterdam;4.88172;52.3771534
{'location': {'lat': 52.378524, 'lng': 4.9005154}, 'viewport': {'northeast': {'lat': 52.37987363029149, 'lng': 4.901903380291502}, 'southwest': {'lat': 52.37717566970849, 'lng': 4.899205419708498}}};Burger King;2;3,6;Fastfood;863;Stationsplein 5, Amsterdam;4.8817517;52.3782572
{'location': {'lat': 52.3789457, 'lng': 4.8853206}, 'viewport': {'northeast': {'lat': 52.3802408802915, 'lng': 4.886699630291502}, 'southwest': {'lat': 52.3775429197085, 'lng': 4.884001669708497}}};Boca's;2;4,3;Classic;389;Westerstraat 30, Amsterdam;4.881802700000001;52.3771222
{'location': {'lat': 52.3780549, 'lng': 4.883558799999999}, 'viewport': {'northeast': {'lat': 52.37939958029149, 'lng': 4.884887180291503}, 'southwest': {'lat': 52.37670161970849, 'lng': 4.882189219708498}}};Restaurant Jottum;2;4,3;Classic;222;Eerste Anjeliersdwarsstraat 17, Amsterdam;4.881821;52.3773318
{'location': {'lat': 52.37884750000001, 'lng': 4.885101199999999}, 'viewport': {'northeast': {'lat': 52.3801652302915, 'lng': 4.886469380291502}, 'southwest': {'lat': 52.3774672697085, 'lng': 4.883771419708498}}};HINATA AMSTERDAM;2;4,6;Asian;395;Westerstraat 40, Amsterdam;4.881825200000001;52.3771437
{'location': {'lat': 52.37803, 'lng': 4.883281999999999}, 'viewport': {'northeast': {'lat': 52.3793989802915, 'lng': 4.884726380291502}, 'southwest': {'lat': 52.37670101970851, 'lng': 4.882028419708497}}};Restaurant Kinnaree;2;4,4;Asian;253;Eerste Anjeliersdwarsstraat 14, Amsterdam;4.8818686;52.377246
{'location': {'lat': 52.377969, 'lng': 4.8833818}, 'viewport': {'northeast': {'lat': 52.3793318302915, 'lng': 4.884796880291502}, 'southwest': {'lat': 52.3766338697085, 'lng': 4.882098919708498}}};Shah Jahan Indian Restaurant;2;4,4;Indian;307;Eerste Anjeliersdwarsstraat 18, Amsterdam;4.881905499999999;52.3771959
{'location': {'lat': 52.3789016, 'lng': 4.8852657}, 'viewport': {'northeast': {'lat': 52.3802114302915, 'lng': 4.886636530291502}, 'southwest': {'lat': 52.3775134697085, 'lng': 4.883938569708497}}};SLA;2;4,5;Special;330;Westerstraat 34, Amsterdam;4.8820137;52.37704129999999
{'location': {'lat': 52.3791221, 'lng': 4.8861651}, 'viewport': {'northeast': {'lat': 52.3804833802915, 'lng': 4.887594830291502}, 'southwest': {'lat': 52.3777854197085, 'lng': 4.884896869708498}}};PEQU;;4,8;Classic;4;Noordermarkt 42, Amsterdam;4.8821277;52.3768074
{'location': {'lat': 52.3790758, 'lng': 4.8862055}, 'viewport': {'northeast': {'lat': 52.38043553029149, 'lng': 4.887625080291501}, 'southwest': {'lat': 52.37773756970849, 'lng': 4.884927119708498}}};Winkel - Tarta de manzana;;4,7;Sweet;30;Noordermarkt 43, Amsterdam;4.8821277;52.3768074
{'location': {'lat': 52.38028479999999, 'lng': 4.8840519}, 'viewport': {'northeast': {'lat': 52.38158913029149, 'lng': 4.885433980291501}, 'southwest': {'lat': 52.3788911697085, 'lng': 4.882736019708497}}};Luna;2;4,6;Grill;740;Lindengracht 152, Amsterdam;4.882256;52.3767509
{'location': {'lat': 52.37882229999999, 'lng': 4.894663399999999}, 'viewport': {'northeast': {'lat': 52.38021098029149, 'lng': 4.895970630291502}, 'southwest': {'lat': 52.37751301970849, 'lng': 4.893272669708498}}};Café Josélito;2;4;Cafe;847;Nieuwendijk 2, Amsterdam;4.882441900000001;52.3784637
{'location': {'lat': 52.37695610000001, 'lng': 4.897200600000001}, 'viewport': {'northeast': {'lat': 52.3783358802915, 'lng': 4.8980628}, 'southwest': {'lat': 52.3756379197085, 'lng': 4.894764400000001}}};Doner Haci Baba;;5;Kebap;1;Haringpakkerssteeg 8, Amsterdam;4.8826728;52.37843170000001
{'location': {'lat': 52.3790632, 'lng': 4.900238900000001}, 'viewport': {'northeast': {'lat': 52.3804121802915, 'lng': 4.901587880291503}, 'southwest': {'lat': 52.3777142197085, 'lng': 4.898889919708498}}};Digters Amsterdam Centraal;;4,1;Classic;136;Stationsplein 39E, Amsterdam;4.8826763;52.3784173
{'location': {'lat': 52.3787581, 'lng': 4.9006383}, 'viewport': {'northeast': {'lat': 52.3794405, 'lng': 4.90359905}, 'southwest': {'lat': 52.3767109, 'lng': 4.898842450000001}}};Lil' Amsterdam Central Station;;4,2;Classic;156;Stationsplein 31 - 33, Amsterdam;4.8826854;52.3800947
{'location': {'lat': 52.3795667, 'lng': 4.9000944}, 'viewport': {'northeast': {'lat': 52.38091568029149, 'lng': 4.901443380291502}, 'southwest': {'lat': 52.3782177197085, 'lng': 4.898745419708497}}};Salsa Shop;;4,2;Mexican;648;Stationsplein 43L, Amsterdam;4.8827358;52.37966609999999
{'location': {'lat': 52.37836549999999, 'lng': 4.9004102}, 'viewport': {'northeast': {'lat': 52.37922838029149, 'lng': 4.9035512}, 'southwest': {'lat': 52.37653041970849, 'lng': 4.898986}}};Smullers Amsterdam CS West Tunnel;;3,1;Fastfood;10;Stationsplein 13, Amsterdam;4.882784299999999;52.37812569999999
{'location': {'lat': 52.3787473, 'lng': 4.8949851}, 'viewport': {'northeast': {'lat': 52.3801510802915, 'lng': 4.896131480291503}, 'southwest': {'lat': 52.3774531197085, 'lng': 4.893433519708498}}};Orvieto;2;4;Italian;251;Nieuwendijk 9, Amsterdam;4.8831744;52.3782039
{'location': {'lat': 52.3770969, 'lng': 4.8977789}, 'viewport': {'northeast': {'lat': 52.37859548029149, 'lng': 4.899412980291503}, 'southwest': {'lat': 52.3758975197085, 'lng': 4.896715019708498}}};Park Plaza Victoria Amsterdam;;4,4;Hotel;2534;Damrak 1-5, Amsterdam;4.8832116;52.37823909999999
{'location': {'lat': 52.37691369999999, 'lng': 4.897192299999999}, 'viewport': {'northeast': {'lat': 52.3783040302915, 'lng': 4.897993949999999}, 'southwest': {'lat': 52.3756060697085, 'lng': 4.894787350000001}}};Mondial Crepes;;3,7;Sweet;31;Haringpakkerssteeg 6, Amsterdam;4.883281999999999;52.37803
{'location': {'lat': 52.378911, 'lng': 4.894805000000001}, 'viewport': {'northeast': {'lat': 52.3802299802915, 'lng': 4.896041430291502}, 'southwest': {'lat': 52.3775320197085, 'lng': 4.893343469708498}}};Wok To Go;1;4,2;Asian;504;Nieuwendijk 1, Amsterdam;4.883331099999999;52.3781018
{'location': {'lat': 52.377349, 'lng': 4.8963316}, 'viewport': {'northeast': {'lat': 52.37891528029149, 'lng': 4.897568980291502}, 'southwest': {'lat': 52.37621731970849, 'lng': 4.894871019708497}}};Q Global Kitchen;;3,3;Grill;175;Nieuwendijk 62C, Amsterdam;4.8833587;52.3785918
{'location': {'lat': 52.37877020000001, 'lng': 4.894675599999999}, 'viewport': {'northeast': {'lat': 52.3801849302915, 'lng': 4.895976730291502}, 'southwest': {'lat': 52.37748696970851, 'lng': 4.893278769708497}}};Toastable Nieuwendijk;2;4,6;Cafe;431;Nieuwendijk 6, Amsterdam;4.8833818;52.377969
{'location': {'lat': 52.37866839999999, 'lng': 4.895116199999999}, 'viewport': {'northeast': {'lat': 52.37987538029149, 'lng': 4.896342530291503}, 'southwest': {'lat': 52.3771774197085, 'lng': 4.893644569708498}}};Poké Perfect;;4,5;Asian;199;Nieuwendijk 13HS, Amsterdam;4.883972200000001;52.37875409999999
{'location': {'lat': 52.3773544, 'lng': 4.8963246}, 'viewport': {'northeast': {'lat': 52.3789177302915, 'lng': 4.897564530291502}, 'southwest': {'lat': 52.3762197697085, 'lng': 4.894866569708498}}};McDonald's;2;3,7;Fastfood;3062;Nieuwendijk 70, Amsterdam;4.884008199999998;52.37866
{'location': {'lat': 52.37866, 'lng': 4.884008199999998}, 'viewport': {'northeast': {'lat': 52.3799749802915, 'lng': 4.885373580291501}, 'southwest': {'lat': 52.3772770197085, 'lng': 4.882675619708497}}};El Pibe;2;4,2;Classic;130;Westerstraat 86HS, Amsterdam;4.8840519;52.38028479999999
{'location': {'lat': 52.37866229999999, 'lng': 4.895042}, 'viewport': {'northeast': {'lat': 52.3798723302915, 'lng': 4.896275580291502}, 'southwest': {'lat': 52.3771743697085, 'lng': 4.893577619708497}}};Lamour Tapas;;4,2;Tapas;29;Smaksteeg 4, Amsterdam;4.8840545;52.37838310000001
{'location': {'lat': 52.3784173, 'lng': 4.8826763}, 'viewport': {'northeast': {'lat': 52.3797323802915, 'lng': 4.884041830291502}, 'southwest': {'lat': 52.3770344197085, 'lng': 4.881343869708497}}};amsterdam indian food express;;3;Indian;4;Westerstraat 136, Amsterdam;4.884074999999999;52.380478
{'location': {'lat': 52.3785918, 'lng': 4.8833587}, 'viewport': {'northeast': {'lat': 52.37988428029149, 'lng': 4.884735080291502}, 'southwest': {'lat': 52.37718631970849, 'lng': 4.882037119708498}}};La Reinita empanadas y productos;;4,9;Sandwhich;86;Westerstraat 116h, Amsterdam;4.884261;52.3771444
{'location': {'lat': 52.37843170000001, 'lng': 4.8826728}, 'viewport': {'northeast': {'lat': 52.3797398802915, 'lng': 4.884041680291502}, 'southwest': {'lat': 52.37704191970851, 'lng': 4.881343719708497}}};Hummus bistro d&a;2;4,6;Cafe;1057;Westerstraat 136, Amsterdam;4.8842979;52.3804504
{'location': {'lat': 52.37929949999999, 'lng': 4.8997572}, 'viewport': {'northeast': {'lat': 52.38061128029149, 'lng': 4.901073130291501}, 'southwest': {'lat': 52.3779133197085, 'lng': 4.898375169708497}}};Kiosk;;3,3;Cafe;33;Stationsplein 29, Amsterdam;4.884316999999999;52.37869600000001
{'location': {'lat': 52.37838310000001, 'lng': 4.8840545}, 'viewport': {'northeast': {'lat': 52.37976928029151, 'lng': 4.885384630291501}, 'southwest': {'lat': 52.37707131970851, 'lng': 4.882686669708496}}};Ko Chang Thai restaurant;2;4,5;Asian;234;Westerstraat 91, Amsterdam;4.884328099999999;52.38033689999999
{'location': {'lat': 52.37833329999999, 'lng': 4.881666699999999}, 'viewport': {'northeast': {'lat': 52.3796017302915, 'lng': 4.883055130291501}, 'southwest': {'lat': 52.3769037697085, 'lng': 4.880357169708497}}};Cinema Paradiso;2;4,3;Italian;249;Westerstraat 186 BG, Amsterdam;4.884510999999999;52.380653
{'location': {'lat': 52.3791368, 'lng': 4.900506600000001}, 'viewport': {'northeast': {'lat': 52.3807525302915, 'lng': 4.901840230291502}, 'southwest': {'lat': 52.3780545697085, 'lng': 4.899142269708499}}};New York Pizza;2;4,1;Italian;434;Stationsplein 13, Amsterdam;4.8845955;52.3800219
{'location': {'lat': 52.3769048, 'lng': 4.897677499999999}, 'viewport': {'northeast': {'lat': 52.3791797, 'lng': 4.898863649999999}, 'southwest': {'lat': 52.3745661, 'lng': 4.89575145}}};McDonald's;2;3,5;Fastfood;3611;Damrak 8, Amsterdam;4.88463;52.379087
{'location': {'lat': 52.3768702, 'lng': 4.8971456}, 'viewport': {'northeast': {'lat': 52.37866203029149, 'lng': 4.8993569}, 'southwest': {'lat': 52.37596406970849, 'lng': 4.894786900000001}}};Prix d'Ami.;;4,4;Cafe;5821;Haringpakkerssteeg 3, Amsterdam;4.885101199999999;52.37884750000001
{'location': {'lat': 52.3768474, 'lng': 4.897615}, 'viewport': {'northeast': {'lat': 52.37812278029149, 'lng': 4.899111880291502}, 'southwest': {'lat': 52.37542481970849, 'lng': 4.896413919708498}}};Los Toros;2;3,8;Grill;363;Damrak 9, Amsterdam;4.8852657;52.3789016
{'location': {'lat': 52.3782039, 'lng': 4.8831744}, 'viewport': {'northeast': {'lat': 52.3795985802915, 'lng': 4.884501730291502}, 'southwest': {'lat': 52.3769006197085, 'lng': 4.881803769708497}}};Swieti Sranang;;4,3;Fastfood;38;Westerstraat 115, Amsterdam;4.885272499999999;52.380143
{'location': {'lat': 52.3768354, 'lng': 4.8976143}, 'viewport': {'northeast': {'lat': 52.37811308029151, 'lng': 4.899106630291502}, 'southwest': {'lat': 52.37541511970851, 'lng': 4.896408669708498}}};Grill restaurant;;1;Grill;1;Damrak 9, Amsterdam;4.8853206;52.3789457
{'location': {'lat': 52.3781018, 'lng': 4.883331099999999}, 'viewport': {'northeast': {'lat': 52.37946238029149, 'lng': 4.884735430291502}, 'southwest': {'lat': 52.3767644197085, 'lng': 4.882037469708497}}};Locanda;2;4,4;Classic;119;Eerste Anjeliersdwarsstraat 6, Amsterdam;4.8853789;52.38014030000001
{'location': {'lat': 52.37676690000001, 'lng': 4.8975788}, 'viewport': {'northeast': {'lat': 52.3781158802915, 'lng': 4.898927780291502}, 'southwest': {'lat': 52.3754179197085, 'lng': 4.896229819708497}}};Bon Appétit;;3,4;Classic;265;Damrak 11II,, Amsterdam;4.8856157;52.37792539999999
{'location': {'lat': 52.37827290000001, 'lng': 4.8859875}, 'viewport': {'northeast': {'lat': 52.3796074302915, 'lng': 4.887377280291501}, 'southwest': {'lat': 52.3769094697085, 'lng': 4.884679319708496}}};Eethuis Pondok Indah;;4,6;Fastfood;55;Prinsengracht 42, Amsterdam;4.885943999999999;52.38026130000001
{'location': {'lat': 52.37795389999999, 'lng': 4.894642300000001}, 'viewport': {'northeast': {'lat': 52.3793080302915, 'lng': 4.895776680291502}, 'southwest': {'lat': 52.3766100697085, 'lng': 4.893078719708497}}};2b lounge bar;;4,3;Bar;29;Kattengat 1, Amsterdam;4.8859875;52.37827290000001
{'location': {'lat': 52.3784637, 'lng': 4.882441900000001}, 'viewport': {'northeast': {'lat': 52.3797378802915, 'lng': 4.883827330291503}, 'southwest': {'lat': 52.3770399197085, 'lng': 4.881129369708498}}};Italiaans Restaurant Pizzeria Pepe;1;4,1;Italian;128;Westerstraat 144, Amsterdam;4.886135;52.377571
{'location': {'lat': 52.37676959999999, 'lng': 4.8965839}, 'viewport': {'northeast': {'lat': 52.3782499302915, 'lng': 4.897448530291502}, 'southwest': {'lat': 52.3755519697085, 'lng': 4.894750569708498}}};San Abram;2;3,3;Italian;128;Nieuwendijk 89, Amsterdam;4.8861651;52.3791221
{'location': {'lat': 52.3776017, 'lng': 4.9001974}, 'viewport': {'northeast': {'lat': 52.3799769, 'lng': 4.904262150000001}, 'southwest': {'lat': 52.37593089999999, 'lng': 4.895800749999998}}};Loetje Centraal;2;4,2;Classic;4192;Stationsplein 10, Amsterdam;4.8861694;52.37908059999999
{'location': {'lat': 52.37875409999999, 'lng': 4.883972200000001}, 'viewport': {'northeast': {'lat': 52.38002283029149, 'lng': 4.885359930291503}, 'southwest': {'lat': 52.3773248697085, 'lng': 4.882661969708498}}};El pibe;;4,5;Classic;71;Westerstraat 86, Amsterdam;4.8862055;52.3790758
{'location': {'lat': 52.37812569999999, 'lng': 4.882784299999999}, 'viewport': {'northeast': {'lat': 52.3795247802915, 'lng': 4.884109930291502}, 'southwest': {'lat': 52.3768268197085, 'lng': 4.881411969708497}}};Sandwich Amsterdam;;5;Cafe;2;Westerstraat 139, Amsterdam;4.886234999999999;52.37759399999999
{'location': {'lat': 52.3800219, 'lng': 4.8845955}, 'viewport': {'northeast': {'lat': 52.3814327302915, 'lng': 4.885921830291502}, 'southwest': {'lat': 52.3787347697085, 'lng': 4.883223869708497}}};VISSER Amsterdam;;4,9;Special;18;Lindengracht 95H, Amsterdam;4.886766199999999;52.3778467
{'location': {'lat': 52.37908059999999, 'lng': 4.8861694}, 'viewport': {'northeast': {'lat': 52.3804377302915, 'lng': 4.887607130291503}, 'southwest': {'lat': 52.3777397697085, 'lng': 4.884909169708498}}};Winkel 43;2;4,6;Cafe;5673;Noordermarkt 43, Amsterdam;4.886896000000001;52.377929
{'location': {'lat': 52.3800947, 'lng': 4.8826854}, 'viewport': {'northeast': {'lat': 52.38138808029149, 'lng': 4.884056430291501}, 'southwest': {'lat': 52.3786901197085, 'lng': 4.881358469708498}}};o bistro;;4,9;Cafe;11;Lindengracht 248, Amsterdam;4.886944399999999;52.3780556
{'location': {'lat': 52.3737086, 'lng': 4.8902131}, 'viewport': {'northeast': {'lat': 52.3750162802915, 'lng': 4.891777530291503}, 'southwest': {'lat': 52.3723183197085, 'lng': 4.889079569708498}}};The Poffertjes Office;;4,8;Sweet;5;Nieuwezijds Voorburgwal 182 I, Amsterdam;4.888006799999999;52.37348110000001
{'location': {'lat': 52.3752727, 'lng': 4.8977312}, 'viewport': {'northeast': {'lat': 52.3766914802915, 'lng': 4.898888630291501}, 'southwest': {'lat': 52.3739935197085, 'lng': 4.896190669708496}}};I CHURROS;;4,7;Sweet;7;Oudebrugsteeg 2, Amsterdam;4.888592199999999;52.3746282
{'location': {'lat': 52.3752986, 'lng': 4.897718500000001}, 'viewport': {'northeast': {'lat': 52.3766974302915, 'lng': 4.898874430291502}, 'southwest': {'lat': 52.3739994697085, 'lng': 4.896176469708498}}};Grillroom Good Luck;;3,9;Grill;38;Oudebrugsteeg 6, Amsterdam;4.8886159;52.3738284
